id,snowball_type,tier,year,authors,title,doi,source_surveys,source_articles,in_corpus,corpus_rank,corpus_decision,priority,decision_snowball,notes,abstract,tri1,tri2,rank
BT-09,backtracking,1,2023,"He, Chen, Jiménez-Ruiz et al.",Language Model Analysis for Ontology Subsumption Inference,10.18653/v1/2023.findings-acl.213,,665,non,,,,,"I4 echoue: probing de LMs sur subsomption OWL. Evaluation de capacites LM, pas de raisonnement symbolique actif. Tache = NLI-style probing.","Investigating whether pre-trained language models (LMs) can function as knowledge bases (KBs) has raised wide research interests recently. However, existing works focus on simple, triple-based, relational KBs, but omit more sophisticated, logic-based, conceptualised KBs such as OWL ontologies. To investigate an LM's knowledge of ontologies, we propose OntoLAMA, a set of inference-based probing tasks and datasets from ontology subsumption axioms involving both atomic and complex concepts. We conduct extensive experiments on ontologies of different domains and scales, and our results demonstrate that LMs encode relatively less background knowledge of Subsumption Inference (SI) than traditional Natural Language Inference (NLI) but can improve on SI significantly when a small number of samples are given. We will open-source our code and datasets.",inclus,exclu_I4,
BT-10,backtracking,1,2023,"Jackermeier, Chen, Horrocks",Box²EL: Concept and Role Box Embeddings for the Description Logic EL++,10.1145/3589334.3645648,,665,non,,,haute — DL EL++ + embeddings géométriques,,REVISE I4: Axiomes DL EL++ contraignent geometriquement lespace (soundness prouvee). Tache: approximating deductive reasoning. Q1=1 Q2=1 Q3=1 Q4=0.5 Q5=1 Q6=0.5 Total=4.0 pass=oui.,"OWL ontologies, whose formal semantics are rooted in Description Logic (DL), have been widely used for knowledge representation. Similar to Knowledge Graphs (KGs), ontologies are often incomplete, and maintaining and constructing them has proved challenging. While classical deductive reasoning algorithms use the precise formal semantics of an ontology to predict missing facts, recent years have witnessed growing interest in inductive reasoning techniques that can derive probable facts from an ontology. Similar to KGs, a promising approach is to learn ontology embeddings in a latent vector space, while additionally ensuring they adhere to the semantics of the underlying DL. While a variety of approaches have been proposed, current ontology embedding methods suffer from several shortcomings, especially that they all fail to faithfully model one-to-many, many-to-one, and many-to-many relations and role inclusion axioms. To address this problem and improve ontology completion performance, we propose a novel ontology embedding method named Box2EL for the DL EL++, which represents both concepts and roles as boxes (i.e., axis-aligned hyperrectangles), and models inter-concept relationships using a bumping mechanism. We theoretically prove the soundness of Box2EL and conduct an extensive experimental evaluation, achieving state-of-the-art results across a variety of datasets on the tasks of subsumption prediction, role assertion prediction, and approximating deductive reasoning.",inclus,inclus,BT10
BT-11,backtracking,1,2022,"Weizhuo Li, Qiu Ji, Songmao Zhang, Xuefeng Fu, Guilin Qi",Graph-Based Interactive Mapping Revision in DL-Lite,10.1016/j.eswa.2022.118598,,673,non,,,,,"I4 pass: DL-Lite reasoning actif (detection incoherence) + HITL interactif pour revision de mappings. Q1=1 Q2=1 Q3=1 Q4=1 Q5=0.5 Q6=0.5 Total=4.5 pass=oui. 16 alignements reels, efficacite +19%.","Discovering the semantic relationships among heterogeneous ontologies has been one of the core research topics in Semantic Web. As ontology matching systems inevitably adopt heuristic strategies, wrong mappings are often contained in final alignments. Most methods for mapping revision depend on dealing with logical incoherence. However, erroneous mappings that do not cause incoherence may be left out. Hence, manual validations with domain expertise are needed. We propose a novel graph-based method for interactive mapping revision, aiming to reduce the manual efforts as much as possible. DL-Lite ontologies and their mappings are encoded into an integrated graph. We define the decision space tailored for mapping revision to improve the efficiency of manual decision making. We implement our method and evaluate its efficiency by 16 alignments generated across real-world ontologies. Experimental results show that our proposed method can improve the efficiency by 19% on average.",inclus,inclus,BT11
BT-12,backtracking,1,2023,"Li Y., Lambrix P.",Repairing EL Ontologies Using Weakening and Completing,10.1007/978-3-031-33455-9_18,,673,non,,,,,I4 pass: EL reasoning symbolique actif (weakening + completing). Q1=1 Q2=1 Q3=0.5 Q4=0.5 Q5=0.5 Q6=1 Total=3.5 pass=oui. Premiers algorithmes pour repair combinant removing/weakening/completing.,"The quality of ontologies in terms of their correctness and completeness is crucial for developing high-quality ontology-based applications. Traditional debugging techniques repair ontologies by removing unwanted axioms, but may thereby remove consequences that are correct in the domain of the ontology. In this paper we propose an interactive approach to mitigate this for $\mathcal{EL}$ ontologies by axiom weakening and completing. We present algorithms for weakening and completing and present the first approach for repairing that takes into account removing, weakening and completing. We show different combination strategies, discuss the influence on the final ontologies and show experimental results. We show that previous work has only considered special cases and that there is a trade-off between the amount of validation work for a domain expert and the quality of the ontology in terms of correctness and completeness.",inclus,inclus,BT12
BT-13,backtracking,1,2023,"Yuan He, Jiaoyan Chen, Hang Dong, Ernesto Jimenez-Ruiz, Ali Hadian, Ian Horrocks",ML-Friendly Biomedical Datasets for Equivalence and Subsumption Ontology Matching,10.18653/v1/2023.emnlp-main.879,,665,non,,,,,"E3: benchmark/resource paper — introduit des datasets OM (Bio-ML OAEI 2022) mais ne propose pas de methode NeSy. Evalue des systemes existants (LogMap, BERTMap). Pas de methode algorithmique NeSy propre.","Ontology Matching (OM) plays an important role in many domains such as bioinformatics and the Semantic Web. Although the OAEI represents an impressive effort for systematic evaluation of OM systems, it still suffers from limitations including limited evaluation of subsumption mappings, suboptimal reference mappings, and limited support for ML-based systems. We introduce five new biomedical OM tasks involving ontologies from Mondo and UMLS, including both equivalence and subsumption matching. A comprehensive evaluation framework is proposed. Evaluation results for OM systems of different types are reported. All resources are publicly available as part of the Bio-ML track at OAEI 2022.",inclus,exclu_E3_resource_paper,BT13
BT-14,backtracking,1,2022,Mao X. et al.,"LightEA: Scalable, Interpretable Entity Alignment via Label Propagation",10.18653/v1/2022.emnlp-main.52,,58,non,,,,,"I4 echoue: LightEA = label propagation non-neural, algorithmique. Pas de composante neurale NeSy. Pas de raisonnement symbolique OWL/DL. Interpretabilite = propagation de labels, pas de logique formelle.","Entity Alignment (EA) aims to find equivalent entity pairs between KGs, which is the core step to bridging and integrating multi-source KGs. In this paper, we argue that existing complex EA methods inevitably inherit the inborn defects from their neural network lineage: poor interpretability and weak scalability. Inspired by recent studies, we reinvent the classical Label Propagation algorithm to effectively run on KGs and propose a neural-free EA framework — LightEA, consisting of three efficient components: (i) Random Orthogonal Label Generation, (ii) Three-view Label Propagation, and (iii) Sparse Sinkhorn Operation.According to the extensive experiments on public datasets, LightEA has impressive scalability, robustness, and interpretability. With a mere tenth of time consumption, LightEA achieves comparable results to state-of-the-art methods across all datasets and even surpasses them on many. Besides, due to the computational process of LightEA being entirely linear, we could trace the propagation process at each step and clearly explain how the entities are aligned.",inclus,exclu_I4,
BT-15,backtracking,1,2023,Cheng K. et al.,Neural Compositional Rule Learning for Knowledge Graph Reasoning,10.48550/arxiv.2303.03581,,58,non,,,,,= SV-10,"Learning logical rules is critical to improving reasoning in KGs. This is due to their ability to provide logical and interpretable explanations when used for predictions, as well as their ability to generalize to other tasks, domains, and data. While recent methods have been proposed to learn logical rules, the majority of these methods are either restricted by their computational complexity and can not handle the large search space of large-scale KGs, or show poor generalization when exposed to data outside the training set. In this paper, we propose an end-to-end neural model for learning compositional logical rules called NCRL. NCRL detects the best compositional structure of a rule body, and breaks it into small compositions in order to infer the rule head. By recurrently merging compositions in the rule body with a recurrent attention unit, NCRL finally predicts a single rule head. Experimental results show that NCRL learns high-quality rules, as well as being generalizable. Specifically, we show that NCRL is scalable, efficient, and yields state-of-the-art results for knowledge graph completion on large-scale KGs. Moreover, we test NCRL for systematic generalization by learning to reason on small-scale observed graphs and evaluating on larger unseen ones.",exclu_E1_KG_reasoning,,
BT-16,backtracking,1,2024,Xu C. et al.,NALA: Effective and Interpretable Entity Alignment,10.18653/v1/2024.findings-emnlp.806,,1889,non,,,,,I4 pass: Non-Axiomatic Logic (NAL) = logique symbolique formelle active dans l inference d alignement. Q1=1 Q2=1 Q3=1 Q4=1 Q5=1 Q6=0.5 Total=5.0 pass=oui. DBP15K Hits@1 0.98+. Chemins d inference logiques explicites.,"Entity alignment (EA) aims to find equivalent entities between two Knowledge Graphs.Existing embedding-based EA methods usually encode entities as embeddings, triples as embeddings' constraint and learn to align the embeddings.However, the details of the underlying logical inference steps among the alignment process are usually omitted, resulting in inadequate inference process.In this paper, we introduce NALA, an entity alignment method that captures three types of logical inference paths with Non-Axiomatic Logic (NAL).Type I&II align the entity pairs and type III aligns relations.NALA iteratively aligns entities and relations by integrating the conclusions of the inference paths.Our method is logically interpretable and extensible by introducing NAL, and thus suitable for various EA settings.Experimental results show that NALA outperforms state-of-the-art methods in terms of Hits@1, achieving 0.98+ on all three datasets of DBP15K with both supervised and unsupervised settings.We offer a pioneering in-depth analysis of the fundamental principles of entity alignment, approaching the subject from a unified and logical perspective.",inclus,inclus,BT16
BT-17,backtracking,2,2021,"Zhang J., Chen B. et al.","Neural, Symbolic and Neural-Symbolic Reasoning on Knowledge Graphs",10.1016/j.aiopen.2021.03.001,,121,non,,,,,= SV-05,"Knowledge graph reasoning is the fundamental component to support machine learning applications such as information extraction, information retrieval, and recommendation. Since knowledge graphs can be viewed as the discrete symbolic representations of knowledge, reasoning on knowledge graphs can naturally leverage the symbolic techniques. However, symbolic reasoning is intolerant of the ambiguous and noisy data. On the contrary, the recent advances of deep learning have promoted neural reasoning on knowledge graphs, which is robust to the ambiguous and noisy data, but lacks interpretability compared to symbolic reasoning. Considering the advantages and disadvantages of both methodologies, recent efforts have been made on combining the two reasoning methods. In this survey, we take a thorough look at the development of the symbolic, neural and hybrid reasoning on knowledge graphs. We survey two specific reasoning tasks — knowledge graph completion and question answering on knowledge graphs, and explain them in a unified reasoning framework. We also briefly discuss the future directions for knowledge graph reasoning.",exclu_E5_survey,,
BT-18,backtracking,2,2021,van Bekkum M. et al.,Modular Design Patterns for Hybrid Learning and Reasoning Systems,10.1007/s10489-021-02394-3,,121,non,,,,,,"Abstract The unification of statistical (data-driven) and symbolic (knowledge-driven) methods is widely recognized as one of the key challenges of modern AI. Recent years have seen a large number of publications on such hybrid neuro-symbolic AI systems. That rapidly growing literature is highly diverse, mostly empirical, and is lacking a unifying view of the large variety of these hybrid systems. In this paper, we analyze a large body of recent literature and we propose a set of modular design patterns for such hybrid, neuro-symbolic systems. We are able to describe the architecture of a very large number of hybrid systems by composing only a small set of elementary patterns as building blocks. The main contributions of this paper are: 1) a taxonomically organised vocabulary to describe both processes and data structures used in hybrid systems; 2) a set of 15+ design patterns for hybrid AI systems organized in a set of elementary patterns and a set of compositional patterns; 3) an application of these design patterns in two realistic use-cases for hybrid AI systems. Our patterns reveal similarities between systems that were not recognized until now. Finally, our design patterns extend and refine Kautz’s earlier attempt at categorizing neuro-symbolic architectures.",exclu_E4_E1,,
BT-19,backtracking,2,2022,Hitzler P. et al.,Neuro-Symbolic Approaches in Artificial Intelligence,10.1093/nsr/nwac035,,200,non,,,,,= SV-20,artificial,exclu_E5_survey,exclu_E5_survey,
BT-20,backtracking,2,2021,"Sarker M.K., Zhou, Eberhart, Hitzler",Neuro-Symbolic Artificial Intelligence: Current Trends,10.3233/AIC-210084,,200,non,,,,,= SV-19,"Neuro-Symbolic Artificial Intelligence – the combination of symbolic methods with methods that are based on artificial neural networks – has a long-standing history. In this article, we provide a structured overview of current trends, by means of categorizing recent publications from key conferences. The article is meant to serve as a convenient starting point for research on the general topic.",exclu_E5_survey,,
BT-21,backtracking,2,2022,"Wang W., Yang Y., Wu F.",Survey on Neuro-Symbolic Computing,10.1007/s10462-023-10448-w,,1170,non,,,,,,"Neural-symbolic computing (NeSy), which pursues the integration of the symbolic and statistical paradigms of cognition, has been an active research area of Artificial Intelligence (AI) for many years. As NeSy shows promise of reconciling the advantages of reasoning and interpretability of symbolic representation and robust learning in neural networks, it may serve as a catalyst for the next generation of AI. In the present paper, we provide a systematic overview of the recent developments and important contributions of NeSy research. First, we introduce study history of this area, covering early work and foundations. We further discuss background concepts and identify key driving factors behind the development of NeSy. Afterward, we categorize recent landmark approaches along several main characteristics that underline this research paradigm, including neural-symbolic integration, knowledge representation, knowledge embedding, and functionality. Next, we briefly discuss the successful application of modern NeSy approaches in several domains. Then, we benchmark several NeSy methods on three representative application tasks. Finally, we identify the open problems together with potential future research directions. This survey is expected to help new researchers enter this rapidly evolving field and accelerate the progress towards data-and knowledge-driven AI.",exclu_E5_survey,,
BT-22,backtracking,2,2023,"Sheth A., Roy K., Gaur M.","Neurosymbolic AI — Why, What, and How",10.48550/arxiv.2305.00813,,200,non,,,,,,"Humans interact with the environment using a combination of perception - transforming sensory inputs from their environment into symbols, and cognition - mapping symbols to knowledge about the environment for supporting abstraction, reasoning by analogy, and long-term planning. Human perception-inspired machine perception, in the context of AI, refers to large-scale pattern recognition from raw data using neural networks trained using self-supervised learning objectives such as next-word prediction or object recognition. On the other hand, machine cognition encompasses more complex computations, such as using knowledge of the environment to guide reasoning, analogy, and long-term planning. Humans can also control and explain their cognitive functions. This seems to require the retention of symbolic mappings from perception outputs to knowledge about their environment. For example, humans can follow and explain the guidelines and safety constraints driving their decision-making in safety-critical applications such as healthcare, criminal justice, and autonomous driving. This article introduces the rapidly emerging paradigm of Neurosymbolic AI combines neural networks and knowledge-guided symbolic approaches to create more capable and flexible AI systems. These systems have immense potential to advance both algorithm-level (e.g., abstraction, analogy, reasoning) and application-level (e.g., explainable and safety-constrained decision-making) capabilities of AI systems.",exclu_E4_position,,
BT-23,backtracking,2,2023,DeLong L.N. et al.,Neuro-Symbolic AI for Reasoning on Graph Structures: A Survey,10.1109/tnnls.2024.3420218,,121,non,,,,,,"Neurosymbolic artificial intelligence (AI) is an increasingly active area of research that combines symbolic reasoning methods with deep learning to leverage their complementary benefits. As knowledge graphs (KGs) are becoming a popular way to represent heterogeneous and multirelational data, methods for reasoning on graph structures have attempted to follow this neurosymbolic paradigm. Traditionally, such approaches have utilized either rule-based inference or generated representative numerical embeddings from which patterns could be extracted. However, several recent studies have attempted to bridge this dichotomy to generate models that facilitate interpretability, maintain competitive performance, and integrate expert knowledge. Therefore, we survey methods that perform neurosymbolic reasoning tasks on KGs and propose a novel taxonomy by which we can classify them. Specifically, we propose three major categories: 1) logically informed embedding approaches; 2) embedding approaches with logical constraints; and 3) rule-learning approaches. Alongside the taxonomy, we provide a tabular overview of the approaches and links to their source code, if available, for more direct comparison. Finally, we discuss the unique characteristics and limitations of these methods and then propose several prospective directions toward which this field of research could evolve.",exclu_E5_survey,,
BT-24,backtracking,2,2023,Ciravegna G. et al.,Logic Explained Networks,10.1016/j.artint.2022.103822,,211,non,,,,,I4 pass: FOL (First-Order Logic) active pour produire explications des reseaux neuronaux. Q1=1 Q2=1 Q3=1 Q4=1 Q5=1 Q6=0.5 Total=4.5 pass=oui. Formules FOL humainement comprehensibles. Comparaison decision trees/Bayesian rule lists.,"The large and still increasing popularity of deep learning clashes with a major limit of neural network architectures, that consists in their lack of capability in providing human-understandable motivations of their decisions. In situations in which the machine is expected to support the decision of human experts, providing a comprehensible explanation is a feature of crucial importance. The language used to communicate the explanations must be formal enough to be implementable in a machine and friendly enough to be understandable by a wide audience. In this paper, we propose a general approach to Explainable Artificial Intelligence in the case of neural architectures, showing how a mindful design of the networks leads to a family of interpretable deep learning models called Logic Explained Networks (LENs). LENs only require their inputs to be human-understandable predicates, and they provide explanations in terms of simple First-Order Logic (FOL) formulas involving such predicates. LENs are general enough to cover a large number of scenarios. Amongst them, we consider the case in which LENs are directly used as special classifiers with the capability of being explainable, or when they act as additional networks with the role of creating the conditions for making a black-box classifier explainable by FOL formulas. Despite supervised learning problems are mostly emphasized, we also show that LENs can learn and provide explanations in unsupervised learning settings. Experimental results on several datasets and tasks show that LENs may yield better classifications than established white-box models, such as decision trees and Bayesian rule lists, while providing more compact and meaningful explanations.",inclus,inclus,BT24
BT-25,backtracking,2,2024,Portisch J. et al.,Background Knowledge in Ontology Matching: A Survey,10.3233/sw-223085,,474,oui,56,survey,,,,"Ontology matching is an integral part for establishing semantic interoperability. One of the main challenges within the ontology matching operation is semantic heterogeneity, i.e. modeling differences between the two ontologies that are to be integrated. The semantics within most ontologies or schemas are, however, typically incomplete because they are designed within a certain context which is not explicitly modeled. Therefore, external background knowledge plays a major role in the task of (semi-) automated ontology and schema matching. In this survey, we introduce the reader to the general ontology matching problem. We review the background knowledge sources as well as the approaches applied to make use of external knowledge. Our survey covers all ontology matching systems that have been presented within the years 2004–2021 at a well-known ontology matching competition together with systematically selected publications in the research field. We present a classification system for external background knowledge, concept linking strategies, as well as for background knowledge exploitation approaches. We provide extensive examples and classify all ontology matching systems under review in a resource/strategy matrix obtained by coalescing the two classification systems. Lastly, we outline interesting and yet underexplored research directions of applying external knowledge within the ontology matching process.",exclu_E5_survey,,
BT-26,backtracking,2,2023,Zhapa-Camacho F. et al.,mOWL: Python Library for Machine Learning with Biomedical Ontologies,10.1093/bioinformatics/btac811,,665,non,,,,,mOWL = librairie Python (Applications Note). Pas d evaluation de tache matching propre. E5: type non retenu (outil logiciel/note applicative).,Supplementary data are available at Bioinformatics online.,inclus,exclu_E5_outil,
BT-27,backtracking,2,2024,Mileo A.,Towards a Neuro-Symbolic Cycle for Human-Centered Explainability,10.3233/nai-240740,,200,non,,,,,E4: position paper conceptuel sans evaluation empirique. Methodologie proposee mais non implementee ni evaluee. I4 conceptuellement present mais pas de systeme evalue.,"Today, data-to-text systems are used as commercial solutions for automated text production of large quantities of text. Therefore, they already represent a new technology of writing. This new technology requires the author, as an act of writing, both to configure a system that then takes over the transformation into a real text, but also to maintain strategies of traditional writing. What should an environment look like, where a human guides a machine to write texts? Based on a comparison of the NLG pipeline architecture with the results of the research on the human writing process, this paper attempts to take an overview of which tasks need to be solved and which strategies are necessary to produce good texts in this environment. From this synopsis, principles for the design of data-to-text systems as a functioning writing environment are then derived.",inclus,exclu_E4,
