title,abstract,authors,year,doi,source,keywords,doc_type,citations,database,query
A Neuro-Symbolic Approach to Symbol Grounding for ALC-Ontologies,"Neuro-symbolic computing aims to integrate neural learning with symbolic reasoning to address the fundamental challenge of symbol grounding. While neural networks excel at pattern recognition, they struggle to maintain logical consistency. Conversely, symbolic systems provide formal reasoning capabilities but lack mechanisms for handling perceptual uncertainty. This paper introduces EmALC , a novel neuro-symbolic framework that bridges neural perception with symbolic logic through differentiable fuzzy semantics. Our approach addresses a key limitation of existing methods: while previous neuro-symbolic approaches like Logic Tensor Networks employ first-order fuzzy logic, where key reasoning problems are undecidable, EmALC ensures decidable reasoning by leveraging a fuzzy variant of ALC -- a decidable fragment of first-order logic. Unlike previous approaches that often compromise logical soundness for learning capability, EmALC maintains provable semantic consistency through a hierarchical loss function while mitigating reasoning shortcuts via rule-based revision strategies. Experimental evaluation demonstrates EmALC's effectiveness: on ontology revision tasks, it achieves 100% success rate in correcting masked groundings while preserving semantic integrity; on semantic image interpretation tasks, it improves object classification F1-scores by up to 5.56% through ontology-guided knowledge revision.","Wu, Xuan and Zhao, Yizheng",2025,10.1145/3711896.3736926,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,"description logic, differentiable fuzzy semantics, neuro-symbolic computing, symbol grounding",Conference Paper,,ACM,R2A
MMEAD: MS MARCO Entity Annotations and Disambiguations,"MMEAD, or MS MARCO Entity Annotations and Disambiguations, is a resource for entity links for the MS MARCO datasets. We specify a format to store and share links for both document and passage collections of MS MARCO. Following this specification, we release entity links to Wikipedia for documents and passages in both MS MARCO collections (v1 and v2). Entity links have been produced by the REL and BLINK systems. MMEAD is an easy-to-install Python package, allowing users to load the link data and entity embeddings effortlessly. Using MMEAD takes only a few lines of code. Finally, we show how MMEAD can be used for IR research that uses entity information. We show how to improve recall@1000 and MRR@10 on more complex queries on the MS MARCO v1 passage dataset by using this resource. We also demonstrate how entity expansions can be used for interactive search applications.","Kamphuis, Chris and Lin, Aileen and Yang, Siwen and Lin, Jimmy and de Vries, Arjen P. and Hasibi, Faegheh",2023,10.1145/3539618.3591887,Proceedings of the 46th International ACM SIGIR Conference on Research and Development in Information Retrieval,,Conference Paper,,ACM,R2A
MRCLQR: A Framework for Logical Query Reasoning Based on Multi-information Relation Constraints,"The Knowledge Graph logical reasoning task faces a dual challenge of insufficient semantic coverage from type information and missing structural information from relations. Although type annotations provide semantic priors for entities, their coarse-grained features cannot comprehensively characterize entity attributes; conversely, relational structure can enhance semantic representation, but the incompleteness of edges in real-world graphs limits modeling when relying on a single information source. To address these issues, we propose MRCLQR (Multi-information Relation Constraint-based Logical Query Reasoning), a framework with three core innovations: (1) an Information Semantic Alignment module based on contrastive learning, which achieves cross-modal semantic collaboration via entity-type-structure pairing; (2) a Constraint-aware Relation Encoding method that decomposes relation semantics into domain aggregation features, relation ontology semantics, and range constraint features; and (3) Neural-Symbolic Operators guided by domain constraints, which narrow the reasoning space through a constraint-aware attention mechanism. Experiments on FB15k, FB15k-237, and NELL-995 demonstrate that MRCLQR achieves average MRR scores of 35.8%, 16.2%, and 19.6%, respectively improving over the strongest baselines by 0.5%, 0.2%, and 0.2% --- and exhibits an 8.0% average gain on complex queries involving negation. Ablation studies validate the effectiveness of multi-source collaboration and the curriculum learning strategy. This work offers a novel paradigm for heterogeneous knowledge fusion and logical query reasoning.","Pan, Pengwei and Liu, Yu and Ma, Jun and Qu, Jianfeng and Hua, Wen and Kang, Yanmei",2025,10.1145/3746252.3761221,Proceedings of the 34th ACM International Conference on Information and Knowledge Management,"complex logical query answering, first-order logical reasoning, knowledge graph",Conference Paper,,ACM,R2A
Semantic Loss: A New Neuro-Symbolic Approach for Context-Aware Human Activity Recognition,"Deep Learning models are a standard solution for sensor-based Human Activity Recognition (HAR), but their deployment is often limited by labeled data scarcity and models' opacity. Neuro-Symbolic AI (NeSy) provides an interesting research direction to mitigate these issues by infusing knowledge about context information into HAR deep learning classifiers. However, existing NeSy methods for context-aware HAR require computationally expensive symbolic reasoners during classification, making them less suitable for deployment on resource-constrained devices (e.g., mobile devices). Additionally, NeSy approaches for context-aware HAR have never been evaluated on in-the-wild datasets, and their generalization capabilities in real-world scenarios are questionable. In this work, we propose a novel approach based on a semantic loss function that infuses knowledge constraints in the HAR model during the training phase, avoiding symbolic reasoning during classification. Our results on scripted and in-the-wild datasets show the impact of different semantic loss functions in outperforming a purely data-driven model. We also compare our solution with existing NeSy methods and analyze each approach's strengths and weaknesses. Our semantic loss remains the only NeSy solution that can be deployed as a single DNN without the need for symbolic reasoning modules, reaching recognition rates close (and better in some cases) to existing approaches.","Arrotta, Luca and Civitarese, Gabriele and Bettini, Claudio",2024,10.1145/3631407,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,"context-awareness, human activity recognition, knowledge infusion, knowledge-based reasoning, neuro-symbolic",Journal Article,,ACM,R2A
CST-Onto: An Ontological Framework for Culturally-Grounded Narrative Generation in Arabic,"Contemporary Arabic narrative generation faces a critical cultural authenticity crisis, where neural models systematically violate classical adab principles despite sophisticated linguistic capabilities. We introduce CST-Onto, a hybrid neuro-symbolic framework addressing this challenge through the first domain-specific OWL/SWRL ontology for Arabic cultural narratives. Our four-tier ontology encodes 87 core cultural archetypes from expert annotations of Kalundefinedla wa Dimna and One Thousand and One Nights&nbsp;[13], expanded to 847 specialized concepts through systematic derivation protocols. The framework formalizes 234 SWRL rules modeling virtue dependencies (e.g., undefinedakundefinedm&nbsp; → &nbsp;undefinedilm,&nbsp;ʿadl,&nbsp;faundefinedundefinedundefineda) that directly enhance symbolic–neural integration via constraint-aware neural decoding.Our constraint-injection algorithm maintains sub-28&nbsp;ms/token latency on NVIDIA&nbsp;V100 GPUs across 1,000 narrative segments, enabling real-time cultural schema enforcement. Evaluation using our novel CRAFT benchmark demonstrates substantial improvements: across 120 native Arabic speakers, we report role coherence (κ = 0.89), moral-causality consistency (κ = 0.83), and dialectal authenticity (κ = 0.92) using validated classifier methodologies. CST-Onto outputs achieved (78%) human preference in pairwise comparisons (p &lt; 0.001) against baseline models, representing a (21%) improvement in cultural fidelity.","Ibrahim, Mossab and Gerv\'as, Pablo and Mendez, Gonzalo",2025,10.1145/3731443.3771364,Proceedings of the 13th Knowledge Capture Conference 2025,"Cultural Schema Ontology, Neuro-Symbolic AI, Knowledge-Driven NLG, OWL/SWRL Reasoning, Arabic Narrative Generation, Cultural Evaluation Metrics, Hybrid Architecture",Conference Paper,,ACM,R2A
BlueSky: How to Raise a Robot - A Case for Neuro-Symbolic AI in Constrained Task Planning for Humanoid Assistive Robots,"Humanoid robots will be able to assist humans in their daily life, in particular due to their versatile action capabilities. However, while these robots need a certain degree of autonomy to learn and explore, they also should respect various constraints, for access control and beyond. We explore the novel field of incorporating privacy, security, and access control constraints with robot task planning approaches. We report preliminary results on the classical symbolic approach, deep-learned neural networks, and modern ideas using large language models as knowledge base. From analyzing their trade-offs, we conclude that a hybrid approach is necessary, and thereby present a new use case for the emerging field of neuro-symbolic artificial intelligence.","Hemken, Niklas and Jacob, Florian and T\""ernava, Fabian and Kartmann, Rainer and Asfour, Tamim and Hartenstein, Hannes",2024,10.1145/3649158.3657034,Proceedings of the 29th ACM Symposium on Access Control Models and Technologies,"activity-centric access control, deep learning based access control, humanoid robots, large language models, neuro-symbolic access control, robot task planning",Conference Paper,,ACM,R2A
A Neuro-Symbolic Approach for Anomaly Detection and Complex Fault Diagnosis Exemplified in the Automotive Domain,"This paper presents an iterative, hybrid neuro-symbolic approach for anomaly detection and complex fault diagnosis, enabling knowledge-based (symbolic) methods to complement (neural) machine learning methods and vice versa. We demonstrate an instantiation of this novel diagnosis system with applicability in a practically relevant real-world context, specifically the automotive domain. Explainability is indispensable for diagnosis and arises naturally in the system through the specific interplay of neural and symbolic methods. The presented architecture can be considered as a blueprint which is generally transferable to various diagnostic problems and domains.","Bohne, Tim and Windler, Anne-Kathrin Patricia and Atzmueller, Martin",2023,10.1145/3587259.3627546,Proceedings of the 12th Knowledge Capture Conference 2023,"Anomaly Detection, Explainable AI, Fault Diagnosis, Knowledge Acquisition, Knowledge Representation, Neuro-Symbolic AI",Conference Paper,,ACM,R2A
Formal Reasoning for Intelligent QA Systems: A Case Study in the Educational Domain,"Reasoning is essential for closed-domain QA systems in which procedural correctness and policy compliance are critical. While large language models (LLMs) have shown strong performance on many reasoning tasks, recent work reveals that their reasoning traces are often unfaithful—serving more as plausible justifications than as causally grounded derivations. Efforts to combine LLMs with symbolic engines (e.g., Prover9, Z3) have improved reliability but remain limited to static forms of logic, struggling with dynamic, state-based reasoning such as multi-step progressions and conditional transitions. In this paper, we propose MCFR (Model Checking for Formal Reasoning), a neuro-symbolic framework that integrates LLMs with model checking to support property verification. MCFR translates natural language into formal specifications and verifies them over transition models. To support evaluation, we introduce EduMC-QA, a benchmark dataset grounded in real academic procedures. Our results show that MCFR improves reasoning faithfulness and interpretability, offering a viable path toward verifiable QA in high-stakes closed-domain applications. In addition to evaluating MCFR, we compare its performance with state-of-the-art LLMs such as ChatGPT, DeepSeek, and Claude to contextualize its effectiveness.","Bui, Tuan and Nguyen, An and Thai, Phat and Hua, Minh and Pham L.N., Ngan and Pham T.B., Ngan and Le, Dung and Nguyen, Long and Tran, Thanh-Tung and Bui, Thang and Quan, Tho",2025,10.1145/3746274.3760392,Proceedings of the 2nd ACM Workshop in AI-Powered Question &amp; Answering Systems,"formal reasoning, faithful reasoning, model checking, large language models, intelligent qa systems",Conference Paper,,ACM,R2A
SymAgent: A Neural-Symbolic Self-Learning Agent Framework for Complex Reasoning over Knowledge Graphs,"Recent advancements have highlighted that Large Language Models (LLMs) are prone to hallucinations when solving complex reasoning problems, leading to erroneous results. To tackle this issue, researchers incorporate Knowledge Graphs (KGs) to improve the reasoning ability of LLMs. However, existing methods face two limitations: 1) they typically assume that all answers to the questions are contained in KGs, neglecting the incompleteness issue of KGs, and 2) they treat the KG as a static repository and overlook the implicit logical reasoning structures inherent in KGs. In this paper, we introduce SymAgent, an innovative neural-symbolic agent framework that achieves collaborative augmentation between KGs and LLMs. We conceptualize KGs as dynamic environments and transform complex reasoning tasks into a multi-step interactive process, enabling KGs to participate deeply in the reasoning process. SymAgent consists of two modules: Agent-Planner and Agent-Executor. The Agent-Planner leverages LLM's inductive reasoning capability to extract symbolic rules from KGs, guiding efficient question decomposition. The Agent-Executor autonomously invokes predefined action tools to integrate information from KGs and external documents, addressing the issues of KG incompleteness. Furthermore, we design a self-learning framework comprising online exploration and offline iterative policy updating phases, enabling the agent to automatically synthesize reasoning trajectories and improve performance. Experimental results demonstrate that SymAgent with weak LLM backbones (i.e., 7B series) yields better or comparable performance compared to various strong baselines. Further analysis reveals that our agent can identify missing triples, facilitating automatic KG updates.","Liu, Ben and Zhang, Jihai and Lin, Fangquan and Yang, Cheng and Peng, Min and Yin, Wotao",2025,10.1145/3696410.3714768,Proceedings of the ACM on Web Conference 2025,"knowledge graph, large language model agent, self-learning",Conference Paper,,ACM,R2A
Towards Top-Down Automated Development in Limited Scopes: A Neuro-Symbolic Framework from Expressibles to Executables,"Deep code generation is a topic of deep learning for software engineering (DL4SE), which adopts neural models to generate code for the intended functions. Since end-to-end neural methods lack domain knowledge and software hierarchy awareness, they tend to perform poorly w.r.t project-level tasks. To systematically explore the potential improvements of code generation, we let it participate in the whole top-down development from expressibles to executables, which is possible in limited scopes. In the process, it benefits from massive samples, features, and knowledge. As the foundation, we suggest building a taxonomy on code data, namely code taxonomy, leveraging the categorization of code information. Moreover, we introduce a three-layer semantic pyramid (SP) to associate text data and code data. It identifies the information of different abstraction levels, and thus introduces the domain knowledge on development and reveals the hierarchy of software. Furthermore, we propose a semantic pyramid framework (SPF) as the approach, focusing on software of high modularity and low complexity. SPF divides the code generation process into stages and reserves spots for potential interactions. In addition, we conceived preliminary applications in software development to confirm the neuro-symbolic framework.","Gu, Jian and Gall, Harald C.",2023,10.1145/3611643.3613076,Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,"code generation, deep learning, frame semantics, knowledge graph, program representation, requirement elicitation, software analytics",Conference Paper,,ACM,R2A
Abductive Learning for Neuro-Symbolic Grounded Imitation,"Recent learning-to-imitation methods have shown promise in planning by imitating within the observation-action space, yet they remain constrained in open environments, especially for long-horizon tasks. In contrast, while traditional symbolic planning excels in such tasks through logical reasoning over human-defined symbolic spaces, it struggles with high-dimensional visual inputs encountered in real-world scenarios. In this work, we draw inspiration from abductive learning and introduce a novel framework ABductive Imitation Learning (ABIL) that integrates the benefits of data-driven learning and symbolic-based reasoning, enabling long-horizon planning. Specifically, we employ abductive reasoning to understand the demonstrations in symbolic space and design the principles of sequential consistency to resolve the conflicts between perception and reasoning. ABIL generates predicate candidates to facilitate the perception from raw observations to symbolic space without laborious predicate annotations, providing a groundwork for symbolic planning. With the symbolic understanding, we develop a policy ensemble with base policies designed around different logical objectives, managed through symbolic reasoning. Experiments demonstrate that our method successfully comprehends observations with task-relevant symbolics to aid imitation learning. Importantly, ABIL demonstrates improved data efficiency and generalization across various long-horizon tasks, highlighting it as a promising solution for long-horizon planning. Project website: https://www.lamda.nju.edu.cn/shaojj/KDD25_ABIL/.","Shao, Jie-Jing and Hao, Hao-Ran and Yang, Xiao-Wen and Li, Yu-Feng",2025,10.1145/3690624.3709344,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1,"abductive learning, embodied artificial intelligence, imitation learning, neuro-symbolic learning",Conference Paper,,ACM,R2A
Subgraph Search over Neural-Symbolic Graphs,"In this paper, we propose neural-symbolic graph databases (NSGDs) that extends traditional graph data with content and structural embeddings in every node. The content embeddings can represent unstructured data (e.g., images, videos, and texts), while structural embeddings can be used to deal with incomplete graphs. We can advocate machine learning models (e.g., deep learning) to transform unstructured data and graph nodes to these embeddings. NSGDs can support a wide range of applications (e.g., online recommendation and natural language question answering) in social-media networks, multi-modal knowledge graphs and etc. As a typical search over graphs, we study subgraph search over a large NSGD, called neural-symbolic subgraph matching (NSMatch) that includes a novel ranking search function. Specifically, we develop a general algorithmic framework to process NSMatch efficiently. Using real-life multi-modal graphs, we experimentally verify the effectiveness, scalability and efficiency of NSMatch.","Yuan, Ye and Ma, Delong and Wu, Anbiao and Qin, Jianbin",2023,10.1145/3539618.3591773,Proceedings of the 46th International ACM SIGIR Conference on Research and Development in Information Retrieval,"embedding, neural-symbolic, subgraph search",Conference Paper,,ACM,R2A+R2B
VAL: Interactive Task Learning with GPT Dialog Parsing,"Machine learning often requires millions of examples to produce static, black-box models. In contrast, interactive task learning (ITL) emphasizes incremental knowledge acquisition from limited instruction provided by humans in modalities such as natural language. However, ITL systems often suffer from brittle, error-prone language parsing, which limits their usability. Large language models (LLMs) are resistant to brittleness but are not interpretable and cannot learn incrementally. We present VAL, an ITL system with a new philosophy for LLM/symbolic integration. By using LLMs only for specific tasks—such as predicate and argument selection—within an algorithmic framework, VAL reaps the benefits of LLMs to support interactive learning of hierarchical task knowledge from natural language. Acquired knowledge is human interpretable and generalizes to support execution of novel tasks without additional training. We studied users’ interactions with VAL in a video game setting, finding that most users could successfully teach VAL using language they felt was natural.","Lawley, Lane and Maclellan, Christopher",2024,10.1145/3613904.3641915,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,"GPT, hierarchical task networks, hybrid AI, large language models (LLMs), neuro-symbolic AI",Conference Paper,,ACM,R2A
Spatial Knowledge-Infused Hierarchical Learning: An Application in Flood Mapping on Earth Imagery,"Deep learning for Earth imagery plays an increasingly important role in geoscience applications such as agriculture, ecology, and natural disaster management. Still, progress is often hindered by the limited training labels. Given Earth imagery with limited training labels, a base deep neural network model, and a spatial knowledge base with label constraints, our problem is to infer the full labels while training the neural network. The problem is challenging due to the sparse and noisy input labels, spatial uncertainty within the label inference process, and high computational costs associated with a large number of sample locations. Existing works on neuro-symbolic models focus on integrating symbolic logic into neural networks (e.g., loss function, model architecture, and training label augmentation), but these methods do not fully address the challenges of spatial data (e.g., spatial uncertainty, the trade-off between spatial granularity and computational costs). To bridge this gap, we propose a novel Spatial Knowledge-Infused Hierarchical Learning (SKI-HL) framework that iteratively infers sample labels within a multi-resolution hierarchy. Our framework consists of a module to selectively infer labels in different resolutions based on spatial uncertainty and a module to train neural network parameters with uncertainty-aware multi-instance learning. Extensive experiments on real-world flood mapping datasets show that the proposed model outperforms several baseline methods. The code is available at https://github.com/ZelinXu2000/SKI-HL.","Xu, Zelin and Xiao, Tingsong and He, Wenchong and Wang, Yu and Jiang, Zhe",2023,10.1145/3589132.3625591,Proceedings of the 31st ACM International Conference on Advances in Geographic Information Systems,"knowledge-infused learning, neural-symbolic system, spatial data mining",Conference Paper,,ACM,R2A
A Neuro-Symbolic Approach for Fault Diagnosis in Smart Power Grids,"Power quality is a critical parameter of modern power electrical systems, the complexity and decentralization of which are rapidly increasing. Indeed, the highest possible quality is a requirement of all the stakeholders of a power grid. In response to this demand, we introduce, in this article, a novel neuro-symbolic approach for the diagnosis (i.e., detection and classification) of the typical faults that a smart power grid encounters during its operation (that is, voltage interruptions, voltage sags, voltage swells, transients and harmonics). Heart of the implemented system is an Artificial Neural Network (ANN) that identifies with high fidelity the patterns of voltage-waveforms — for the sake of comparison, two ANNs were evaluated, namely, a conventional Multilayer Perceptron (MLP) and a one-dimensional Convolutional Neural Network (CNN). The output of the ANN is passed through a symbolic reasoner, implemented by means of Answer Set Programming (ASP), which provides a final response on the condition of the power grid, taking into account the background knowledge of the domain, which is in turn encoded into appropriate symbolic rules. The proposed approach achieved very high classification-performance on the validation dataset ( the MLP and the CNN), and, thus, it constitutes a promising powerful tool that will contribute to the improved quality of future power grids.","Aravanis, Theofanis and Kabouris, Ioannis",2023,10.1145/3575879.3575972,Proceedings of the 26th Pan-Hellenic Conference on Informatics,"Smart Grids, Power Electrical Systems, Neuro-Symbolic Artificial Intelligence, Fault Diagnosis, Convolutional Neural Networks, Artificial Neural Networks, Answer Set Programming",Conference Paper,,ACM,R2A
From Operation to Cognition: Automatic Modeling Cognitive Dependencies from User Demonstrations for GUI Task Automation,"Traditional Programming by Demonstration (PBD) systems primarily automate tasks by recording and replaying operations on Graphical User Interfaces (GUIs), without fully considering the cognitive processes behind operations. This limits their ability to generalize tasks with interdependent operations to new contexts (e.g. collecting and summarizing introductions depending on different search keywords from varied websites). We propose TaskMind, a system that automatically identifies the semantics of operations, and the cognitive dependencies between operations from demonstrations, building a user-interpretable task graph. Users modify this graph to define new task goals, and TaskMind executes the graph to dynamically generalize new parameters for operations, with the integration of Large Language Models (LLMs). We compared TaskMind with a baseline end-to-end LLM which automates tasks from demonstrations and natural language commands, without task graph. In studies with 20 participants on both predefined and customized tasks, TaskMind significantly outperforms the baseline in both success rate and controllability.","Yin, Yiwen and Mei, Yu and Yu, Chun and Li, Toby Jia-Jun and Jadoon, Aamir Khan and Cheng, Sixiang and Shi, Weinan and Chen, Mohan and Shi, Yuanchun",2025,10.1145/3706598.3713356,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,"Programming by Demonstration, Task Automation, Task Graph, Cognitive Dependency",Conference Paper,,ACM,R2A
Large Language Models and Their Applications in the Military Field,"As a cutting-edge achievement in the field of deep learning, large language models (LLMs) possess exceptional natural language processing capabilities such as text generation, knowledge reasoning, and semantic understanding. Focusing on the military field, this paper initially constructs a specialized fine-tuning dataset and a knowledge question-answering system for military based on Large Language Models (LLMs) by analyzing the principles and training processes of LLMs. Experimental results show that the system can efficiently generate accurate knowledge in the equipment domain, achieving scores of 26.56, 18.88, 35.24, and 28.98 in the four evaluation metrics of ROUGE-1, ROUGE-2, ROUGE-L, and BLEU-2, respectively. Additionally, the paper conducts a forward-looking analysis on the future development direction of LLMs in the military field, providing theoretical support and practical references for the advancement of military intelligentization.","Zhao, Zhongshi and Wu, Zhenglong and Meng, Qi",2025,10.1145/3773365.3773415,Proceedings of the 2025 8th International Conference on Computer Information Science and Artificial Intelligence,"Fine-tuning, large language models, military question-answering system, pre-training",Conference Paper,,ACM,R2A
Tutorial: Neuro-symbolic AI for Mental Healthcare,"Artificial Intelligence (AI) systems for mental healthcare (MHCare) have been ever-growing after realizing the importance of early interventions for patients with chronic mental health (MH) conditions. Social media (SocMedia) emerged as the go-to platform for supporting patients seeking MHCare. The creation of peer-support groups without social stigma has resulted in patients transitioning from clinical settings to SocMedia supported interactions for quick help. Researchers started exploring SocMedia content in search of cues that showcase correlation or causation between different MH conditions to design better interventional strategies. User-level Classification-based AI systems were designed to leverage diverse SocMedia data from various MH conditions, to predict MH conditions. Subsequently, researchers created classification schemes to measure the severity of each MH condition. Such ad-hoc schemes, engineered features, and models not only require a large amount of data but fail to allow clinically acceptable and explainable reasoning over the outcomes. To improve Neural-AI for MHCare, infusion of clinical symbolic knowledge that clinicans use in decision making is required. An impactful use case of Neural-AI systems in MH is conversational systems. These systems require coordination between classification and generation to facilitate humanistic conversation in conversational agents (CA). Current CAs with deep language models lack factual correctness, medical relevance, and safety in their generations, which intertwine with unexplainable statistical classification techniques. This lecture-style tutorial will demonstrate our investigations into Neuro-symbolic methods of infusing clinical knowledge to improve the outcomes of Neural-AI systems to improve interventions for MHCare:(a) We will discuss the use of diverse clinical knowledge in creating specialized datasets to train Neural-AI systems effectively. (b) Patients with cardiovascular disease express MH symptoms differently based on gender differences. We will show that knowledge-infused Neural-AI systems can identify gender-specific MH symptoms in such patients. (c) We will describe strategies for infusing clinical process knowledge as heuristics and constraints to improve language models in generating relevant questions and responses.","Roy, Kaushik and Lokala, Usha and Gaur, Manas and Sheth, Amit P",2023,10.1145/3564121.3564817,Proceedings of the Second International Conference on AI-ML Systems,,Conference Paper,,ACM,R2A
What a Surprise! Computing Rewritten Modules Can Be as Efficient as Computing Subset Modules,"Uniform Interpolation (UI) is an advanced non-standard reasoning service that seeks to refine ontologies by creating rewritten modules. These modules, known as uniform interpolants, retain only ""relevant names"" while preserving their meanings in the absence of other names. UI holds significant potential across various domains where tailored ontology modules are required. However, realizing its full potential demands highly optimized techniques for generating such modules. Previous studies have identified notable challenges in generating uniform interpolants for EL-ontologies, where their computation is substantially more complex and computationally demanding than standard subset modules.Despite these obstacles, this paper introduces an advanced ""forgetting"" method tailored for computing uniform interpolants of ELIO-ontologies with ABoxes. We show that with effective normalization and inference strategies, these uniform interpolants can be computed efficiently, matching the speed of standard module computation. A comprehensive evaluation using a prototype implementation of this method achieved a 100% success rate on two major benchmark datasets, Oxford-ISG and BioPortal, with results delivered within seconds. The efficiency of our approach is attributed to our novel linear strategy for introducing definers, in sharp contrast to existing strategies that lead to an exponential increase in definers and computational inefficiency. Our method is unique in its ability to create signature-restricted modules for large-scale ontologies, making it a vital addition to the community's toolkit.","Yang, Zhihao and Zhao, Yizheng",2024,10.1145/3627673.3679528,Proceedings of the 33rd ACM International Conference on Information and Knowledge Management,"description logics, forgetting, ontologies, uniform interpolation",Conference Paper,,ACM,R2A
metaphactory for Massive Graphs,"Knowledge Graphs and semantic technologies allow scientists and domain experts to model complex relations between data in a logically structured and machine readable format. metaphactory is a platform that enables users to build these kinds of semantic graphs easily and efficiently. metaphactory uses standards such as RDF in combination with OWL, SKOS, SHACL, and others to provide a flexible endpoint to interact with graphs of varying complexity and expressivity. As part of the Graph-Massivizer project, metaphactory is supporting integration and infrastructure consolidation for components developed in the project. Part of this work is to develop a toolkit which metaphactory uses to process very large graphs without sacrificing sustainability. In this paper we describe in detail the metaphactory platform and how it supports large-scale graph processing in the Graph-Massivizer project, as well as outlining the current efforts within the project and how they aim to increase capabilities in the present to support future work.","Eberhart, Aaron and Haase, Peter and Schell, Wolfgang",2023,10.1145/3578245.3585330,Companion of the 2023 ACM/SPEC International Conference on Performance Engineering,"graph-massivizer, metaphactory",Conference Paper,,ACM,R2A
CAFE: Coarse-to-Fine Neural Symbolic Reasoning for Explainable Recommendation,"Recent research explores incorporating knowledge graphs (KG) into e-commerce recommender systems, not only to achieve better recommendation performance, but more importantly to generate explanations of why particular decisions are made. This can be achieved by explicit KG reasoning, where a model starts from a user node, sequentially determines the next step, and walks towards an item node of potential interest to the user. However, this is challenging due to the huge search space, unknown destination, and sparse signals over the KG, so informative and effective guidance is needed to achieve a satisfactory recommendation quality. To this end, we propose a CoArse-to-FinE neural symbolic reasoning approach (CAFE). It first generates user profiles as coarse sketches of user behaviors, which subsequently guide a path-finding process to derive reasoning paths for recommendations as fine-grained predictions. User profiles can capture prominent user behaviors from the history, and provide valuable signals about which kinds of path patterns are more likely to lead to potential items of interest for the user. To better exploit the user profiles, an improved path-finding algorithm called Profile-guided Path Reasoning (PPR) is also developed, which leverages an inventory of neural symbolic reasoning modules to effectively and efficiently find a batch of paths over a large-scale KG. We extensively experiment on four real-world benchmarks and observe substantial gains in the recommendation performance compared with state-of-the-art methods.","Xian, Yikun and Fu, Zuohui and Zhao, Handong and Ge, Yingqiang and Chen, Xu and Huang, Qiaoying and Geng, Shijie and Qin, Zhou and de Melo, Gerard and Muthukrishnan, S. and Zhang, Yongfeng",2020,10.1145/3340531.3412038,Proceedings of the 29th ACM International Conference on Information &amp; Knowledge Management,"recommender systems, path reasoning, neural symbolic reasoning, knowledge graph, explainable recommendation",Conference Paper,,ACM,R2A
A Comparative Analysis of Symbolic and Deep Learning Based RDFS Materialization,"The advancement of both symbolic reasoning and deep learning techniques have opened new fronts for knowledge graph (KG) processing. Knowledge graphs commonly store data that adheres to the Resource Description Framework (RDF) model, the cornerstone of the semantic web vision. As reasoning is one of the core functionalities of KGs, RDF-Schema, a set of semantics for the enablement of reasoning over RDF graphs, is often a first-class citizen in these graphs. Within that context, To reason is to infer new data based on existing ones, alongside a set of rules, such as RDF-Schema. This process however is very computationally expensive, to the point that it cannot happen when the KG is being queried, as that would inquire too much latency to the response. An alternative is to materialise the data before query time, which is to compute all inferences, and store them alongside the original data. Our contribution lies in a comparative study of two approaches of materialization: a deterministic, datalog-based approach, and a connectionist one, using graph neural networks. This paper provides an analysis of how both of these work, what are their tradeoffs, and how do they perform with respect to each other. We focus on a point that hasn’t been discussed so far in literature, which is in the practicality both of implementation, and their runtime. Empirical experiments were made as well, and while as expected deterministic reasoning was much faster, inference with graph neural networks did not consume much more memory, and showcased promising attributes that are not available in the former approach.","Traagel, Mart and Carneiro Alves De Lima, Bruno Rucy and Pinheiro, Victor Henrique Cabral",2024,10.1145/3639592.3639601,Proceedings of the 2023 6th Artificial Intelligence and Cloud Computing Conference,"datalog, neurosymbolic reasoning, rdfs, semantic web",Conference Paper,,ACM,R2A
Scallop: A Language for Neurosymbolic Programming,"We present Scallop, a language which combines the benefits of deep learning and logical reasoning. Scallop enables users to write a wide range of neurosymbolic applications and train them in a data- and compute-efficient manner. It achieves these goals through three key features: 1) a flexible symbolic representation that is based on the relational data model; 2) a declarative logic programming language that is based on Datalog and supports recursion, aggregation, and negation; and 3) a framework for automatic and efficient differentiable reasoning that is based on the theory of provenance semirings. We evaluate Scallop on a suite of eight neurosymbolic applications from the literature. Our evaluation demonstrates that Scallop is capable of expressing algorithmic reasoning in diverse and challenging AI tasks, provides a succinct interface for machine learning programmers to integrate logical domain knowledge, and yields solutions that are comparable or superior to state-of-the-art models in terms of accuracy. Furthermore, Scallop's solutions outperform these models in aspects such as runtime and data efficiency, interpretability, and generalizability.","Li, Ziyang and Huang, Jiani and Naik, Mayur",2023,10.1145/3591280,Proc. ACM Program. Lang.,"Neurosymbolic methods, Differentiable reasoning",Journal Article,,ACM,R2A
